timestamp target_q_0 target_q_1 target_q_2 target_q_3 target_q_4 target_q_5 target_qd_0 target_qd_1 target_qd_2 target_qd_3 target_qd_4 target_qd_5 target_qdd_0 target_qdd_1 target_qdd_2 target_qdd_3 target_qdd_4 target_qdd_5 target_current_0 target_current_1 target_current_2 target_current_3 target_current_4 target_current_5 target_moment_0 target_moment_1 target_moment_2 target_moment_3 target_moment_4 target_moment_5 actual_q_0 actual_q_1 actual_q_2 actual_q_3 actual_q_4 actual_q_5 actual_qd_0 actual_qd_1 actual_qd_2 actual_qd_3 actual_qd_4 actual_qd_5 actual_current_0 actual_current_1 actual_current_2 actual_current_3 actual_current_4 actual_current_5 joint_control_output_0 joint_control_output_1 joint_control_output_2 joint_control_output_3 joint_control_output_4 joint_control_output_5 actual_TCP_pose_0 actual_TCP_pose_1 actual_TCP_pose_2 actual_TCP_pose_3 actual_TCP_pose_4 actual_TCP_pose_5 actual_TCP_speed_0 actual_TCP_speed_1 actual_TCP_speed_2 actual_TCP_speed_3 actual_TCP_speed_4 actual_TCP_speed_5 actual_TCP_force_0 actual_TCP_force_1 actual_TCP_force_2 actual_TCP_force_3 actual_TCP_force_4 actual_TCP_force_5 target_TCP_pose_0 target_TCP_pose_1 target_TCP_pose_2 target_TCP_pose_3 target_TCP_pose_4 target_TCP_pose_5 target_TCP_speed_0 target_TCP_speed_1 target_TCP_speed_2 target_TCP_speed_3 target_TCP_speed_4 target_TCP_speed_5 actual_digital_input_bits joint_temperatures_0 joint_temperatures_1 joint_temperatures_2 joint_temperatures_3 joint_temperatures_4 joint_temperatures_5 actual_execution_time robot_mode joint_mode_0 joint_mode_1 joint_mode_2 joint_mode_3 joint_mode_4 joint_mode_5 safety_mode actual_tool_accelerometer_0 actual_tool_accelerometer_1 actual_tool_accelerometer_2 speed_scaling target_speed_fraction actual_momentum actual_main_voltage actual_robot_voltage actual_robot_current actual_joint_voltage_0 actual_joint_voltage_1 actual_joint_voltage_2 actual_joint_voltage_3 actual_joint_voltage_4 actual_joint_voltage_5 actual_digital_output_bits runtime_state
11097.336 1.5707963267948972 -0.9164837042437952 1.6507530212402344 2.446536064147952 -1.5723751227008256 0.788799822330474 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -4.9698346424733074e-17 -3.10307317465728 -1.062087631657945 -0.04848680224919913 -2.5561648528743482e-06 0.0 -5.634278987228951e-16 -35.273593764502415 -12.026036211963966 -0.4031401294505821 -2.1372821845480153e-05 0.0 1.5707858800888062 -0.9164717833148401 1.6507411003112793 2.4464640617370605 -1.57243520418276 0.7887998223304749 0.0 0.0 -0.0 0.0 0.0 0.0 0.2398737221956253 -3.1542274951934814 -1.08951997756958 0.0045751235447824 0.010675288736820221 0.09455255419015884 0.2376319169998169 -3.1519856452941895 -1.0940035581588745 0.0 0.013725370168685913 0.10065271705389023 0.11226785782627637 -0.6350378625929223 0.2542930463216407 0.729279900178869 1.8045403699442184 -1.729957198181839 0.0 0.0 0.0 0.0 0.0 0.0 -5.569476186292995 0.7848899919475243 -2.2015158065857716 -0.6177942421378483 0.8776949460271192 0.3996440404310786 0.11227945996387118 -0.6350392248090503 0.25428985454461966 0.729239607475029 1.804616118944239 -1.7298545245799233 0.0 0.0 0.0 0.0 0.0 0.0 0 33.269981384277344 33.39998245239258 31.349990844726562 38.959983825683594 41.7199821472168 43.129981994628906 0.3576 7 253 253 253 253 253 253 1 -6.17948055267334 -6.569069862365723 -0.32665538787841797 1.0 1.0 0.0 48.25174331665039 48.25174331665039 0.5729187726974487 48.029998779296875 48.029998779296875 48.0 48.06100082397461 48.01499938964844 47.939998626708984 0 1
11097.344 1.5707963267948972 -0.9164837042437952 1.6507530212402344 2.446536064147952 -1.5723751227008256 0.788799822330474 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -4.9698346424733074e-17 -3.10307317465728 -1.062087631657945 -0.04848680224919913 -2.5561648528743482e-06 0.0 -5.634278987228951e-16 -35.273593764502415 -12.026036211963966 -0.4031401294505821 -2.1372821845480153e-05 0.0 1.5707858800888062 -0.9164837042437952 1.6507654190063477 2.446512222290039 -1.572423283253805 0.7888357639312744 0.0 0.0 -0.0 0.0 0.0 0.0 0.2398737221956253 -3.1430184841156006 -1.0827945470809937 0.0015250411815941334 0.030500823631882668 0.0930275097489357 0.2376319169998169 -3.1519856452941895 -1.0940035581588745 0.0 0.013725370168685913 0.10370279848575592 0.11226883669332909 -0.635036114765459 0.2542872948516613 0.7293212118287242 1.8045775401164506 -1.729879370414966 0.0 0.0 0.0 0.0 0.0 0.0 -5.217037931637305 0.7111959993927707 -1.883736685272093 -0.5710129076230703 0.8719134238747794 0.18409605652883732 0.11227945996387118 -0.6350392248090503 0.25428985454461966 0.729239607475029 1.804616118944239 -1.7298545245799233 0.0 0.0 0.0 0.0 0.0 0.0 0 33.269981384277344 33.39998245239258 31.349990844726562 38.959983825683594 41.7199821472168 43.129981994628906 0.358416 7 253 253 253 253 253 253 1 -6.1375250816345215 -6.575063228607178 -0.3326490521430969 1.0 1.0 0.0 48.25174331665039 48.25174331665039 0.6445291042327881 48.01499938964844 48.029998779296875 48.0 48.06100082397461 48.04600143432617 47.939998626708984 0 1
11097.351999999999 1.5707963267948972 -0.9164837042437952 1.6507530212402344 2.446536064147952 -1.5723751227008256 0.788799822330474 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -4.9698346424733074e-17 -3.10307317465728 -1.062087631657945 -0.04848680224919913 -2.5561648528743482e-06 0.0 -5.634278987228951e-16 -35.273593764502415 -12.026036211963966 -0.4031401294505821 -2.1372821845480153e-05 0.0 1.570773959159851 -0.9164837042437952 1.6507291793823242 2.446500301361084 -1.5724471251117151 0.7888477444648743 0.0 0.0 -0.0 0.0 0.0 0.0 0.25556638836860657 -3.1631946563720703 -1.08951997756958 0.0015250411815941334 0.0045751235447824 0.0930275097489357 0.24435734748840332 -3.1519856452941895 -1.0940035581588745 0.0 0.0091502470895648 0.10370279848575592 0.11225931320528622 -0.6350426195920823 0.25430198465623727 0.729346523618004 1.804519759917986 -1.7299329608895326 0.0 0.0 0.0 0.0 0.0 0.0 -5.983185346607752 0.5389671809893574 -2.3227890808351455 -0.6211631188170411 0.8596762162958277 0.49053578108457385 0.11227945996387118 -0.6350392248090503 0.25428985454461966 0.729239607475029 1.804616118944239 -1.7298545245799233 0.0 0.0 0.0 0.0 0.0 0.0 0 33.269981384277344 33.39998245239258 31.349990844726562 38.959983825683594 41.7199821472168 43.129981994628906 0.37332 7 253 253 253 253 253 253 1 -6.146515369415283 -6.578060150146484 -0.3236585259437561 1.0 1.0 0.0 48.25174331665039 48.25174331665039 0.6445291042327881 48.01499938964844 48.029998779296875 48.0 48.06100082397461 48.04600143432617 47.939998626708984 0 1
11097.359999999999 1.5707963267948972 -0.9164837042437952 1.6507530212402344 2.446536064147952 -1.5723751227008256 0.788799822330474 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -4.9698346424733074e-17 -3.10307317465728 -1.062087631657945 -0.04848680224919913 -2.5561648528743482e-06 0.0 -5.634278987228951e-16 -35.273593764502415 -12.026036211963966 -0.4031401294505821 -2.1372821845480153e-05 0.0 1.5707858800888062 -0.9164956251727503 1.6507773399353027 2.446500301361084 -1.572423283253805 0.7888597249984741 0.0 0.0 -0.0 0.0 0.0 0.0 0.24435734748840332 -3.1452600955963135 -1.0962454080581665 0.0030500823631882668 0.012200329452753067 0.0930275097489357 0.25108277797698975 -3.1519856452941895 -1.0940035581588745 0.0 0.010675288736820221 0.10370279848575592 0.11226883270221372 -0.6350310017230336 0.2542914086319064 0.7293350712201583 1.8045498558306456 -1.7298731642046994 0.0 0.0 0.0 0.0 0.0 0.0 -5.737320538995108 1.2439364393519283 -2.028328092952815 -0.5463899939092438 0.8638941064135622 0.3976628741991501 0.11227945996387118 -0.6350392248090503 0.25428985454461966 0.729239607475029 1.804616118944239 -1.7298545245799233 0.0 0.0 0.0 0.0 0.0 0.0 0 33.269981384277344 33.39998245239258 31.349990844726562 38.959983825683594 41.7199821472168 43.129981994628906 0.41748 7 253 253 253 253 253 253 1 -6.161499500274658 -6.566072940826416 -0.35362693667411804 1.0 1.0 0.0 48.25174331665039 48.25174331665039 0.5729187726974487 48.01499938964844 48.029998779296875 48.0 48.04600143432617 48.04600143432617 47.939998626708984 0 1
11097.368 1.5707963267948972 -0.9164837042437952 1.6507530212402344 2.446536064147952 -1.5723751227008256 0.788799822330474 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -4.9698346424733074e-17 -3.10307317465728 -1.062087631657945 -0.04848680224919913 -2.5561648528743482e-06 0.0 -5.634278987228951e-16 -35.273593764502415 -12.026036211963966 -0.4031401294505821 -2.1372821845480153e-05 0.0 1.5708098411560059 -0.9164355436908167 1.6507530212402344 2.4464759826660156 -1.5724709669696253 0.7888477444648743 0.0 0.0 -0.0 0.0 0.0 0.0 0.25108277797698975 -3.1542274951934814 -1.0940035581588745 0.0 0.013725370168685913 0.09455255419015884 0.23314829170703888 -3.1519856452941895 -1.0940035581588745 0.0 0.010675288736820221 0.09912768006324768 0.1122801036396405 -0.6350402200179309 0.25426455206644455 0.7293528676819911 1.8045679569306914 -1.7298884152965395 0.0 0.0 0.0 0.0 0.0 0.0 -5.799112752432208 0.9062896842652585 -2.1400620484271573 -0.5588313285868395 0.878605903170356 0.389365468007672 0.11227945996387118 -0.6350392248090503 0.25428985454461966 0.729239607475029 1.804616118944239 -1.7298545245799233 0.0 0.0 0.0 0.0 0.0 0.0 0 33.269981384277344 33.39998245239258 31.349990844726562 38.959983825683594 41.7199821472168 43.129981994628906 0.365568 7 253 253 253 253 253 253 1 -6.143518447875977 -6.581057071685791 -0.35362693667411804 1.0 1.0 0.0 48.3125114440918 48.25174331665039 0.7519552707672119 48.01499938964844 48.029998779296875 48.0 48.04600143432617 48.04600143432617 47.939998626708984 0 1
11097.376 1.5707963267948972 -0.9164837042437952 1.6507530212402344 2.446536064147952 -1.5723751227008256 0.788799822330474 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -4.9698346424733074e-17 -3.10307317465728 -1.062087631657945 -0.04848680224919913 -2.5561648528743482e-06 0.0 -5.634278987228951e-16 -35.273593764502415 -12.026036211963966 -0.4031401294505821 -2.1372821845480153e-05 0.0 1.5708218812942505 -0.91644794145693 1.6507291793823242 2.4464759826660156 -1.572423283253805 0.7888357639312744 0.0 0.0 -0.0 0.0 0.0 0.0 0.24884097278118134 -3.1631946563720703 -1.0917617082595825 0.0015250411815941334 0.010675288736820221 0.09912768006324768 0.2376319169998169 -3.1519856452941895 -1.0940035581588745 0.0 0.010675288736820221 0.10522784292697906 0.1122917067859934 -0.6350408907478143 0.25428135060689977 0.7292692773646222 1.8045434758898975 -1.7298844700539444 0.0 0.0 0.0 0.0 0.0 0.0 -5.748402839141147 0.6351601383645584 -2.3384239027045632 -0.6152152742508822 0.9205286472847631 0.4160974522088963 0.11227945996387118 -0.6350392248090503 0.25428985454461966 0.729239607475029 1.804616118944239 -1.7298545245799233 0.0 0.0 0.0 0.0 0.0 0.0 0 33.269981384277344 33.39998245239258 31.349990844726562 38.959983825683594 41.7199821472168 43.129981994628906 0.35658 7 253 253 253 253 253 253 1 -6.128534317016602 -6.548091888427734 -0.3356458842754364 1.0 1.0 0.0 48.3125114440918 48.25174331665039 0.6445291042327881 48.01499938964844 48.029998779296875 47.97100067138672 48.04600143432617 48.04600143432617 47.939998626708984 0 1
11097.384 1.5707963267948972 -0.9164837042437952 1.6507530212402344 2.446536064147952 -1.5723751227008256 0.788799822330474 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -4.9698346424733074e-17 -3.10307317465728 -1.062087631657945 -0.04848680224919913 -2.5561648528743482e-06 0.0 -5.634278987228951e-16 -35.273593764502415 -12.026036211963966 -0.4031401294505821 -2.1372821845480153e-05 0.0 1.5708098411560059 -0.9164837042437952 1.6507291793823242 2.446524143218994 -1.5724108854876917 0.7888597249984741 0.0 0.0 -0.0 0.0 0.0 0.0 0.2421155422925949 -3.1497437953948975 -1.08951997756958 -0.007625205907970667 0.012200329452753067 0.09912768006324768 0.2376319169998169 -3.1519856452941895 -1.0940035581588745 0.0 0.010675288736820221 0.10370279848575592 0.11228509714938098 -0.635040748597017 0.25429989063508557 0.7292933056596876 1.8045400911750804 -1.729859411494664 0.0 0.0 0.0 0.0 0.0 0.0 -5.580558752566249 0.7081891449646222 -1.8809733909031014 -0.4840543633925819 0.9228381066768331 0.3868007574052208 0.11227945996387118 -0.6350392248090503 0.25428985454461966 0.729239607475029 1.804616118944239 -1.7298545245799233 0.0 0.0 0.0 0.0 0.0 0.0 0 33.269981384277344 33.39998245239258 31.349990844726562 38.959983825683594 41.7199821472168 43.129981994628906 0.358369 7 253 253 253 253 253 253 1 -6.155506134033203 -6.569069862365723 -0.3236585259437561 1.0 1.0 0.0 48.3125114440918 48.25174331665039 0.6803395748138428 48.01499938964844 48.04600143432617 47.97100067138672 48.04600143432617 48.04600143432617 47.939998626708984 0 1
11097.392 1.5707963267948972 -0.9164837042437952 1.6507530212402344 2.446536064147952 -1.5723751227008256 0.788799822330474 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -4.9698346424733074e-17 -3.10307317465728 -1.062087631657945 -0.04848680224919913 -2.5561648528743482e-06 0.0 -5.634278987228951e-16 -35.273593764502415 -12.026036211963966 -0.4031401294505821 -2.1372821845480153e-05 0.0 1.5707979202270508 -0.9164717833148401 1.6507411003112793 2.4464759826660156 -1.572423283253805 0.7888237833976746 0.0 0.0 -0.0 0.0 0.0 0.0 0.2398737221956253 -3.1430184841156006 -1.0962454080581665 0.0 0.012200329452753067 0.10827792435884476 0.2376319169998169 -3.1519856452941895 -1.0940035581588745 0.0 0.010675288736820221 0.10370279848575592 0.1122764900031704 -0.6350375945532908 0.2542920053439815 0.7292795066608015 1.8045379241037858 -1.7299168712415431 0.0 0.0 0.0 0.0 0.0 0.0 -5.645333103018798 1.2520779257344796 -1.928475463368074 -0.5102100144135497 1.0092585561764627 0.39535354483179613 0.11227945996387118 -0.6350392248090503 0.25428985454461966 0.729239607475029 1.804616118944239 -1.7298545245799233 0.0 0.0 0.0 0.0 0.0 0.0 0 33.269981384277344 33.39998245239258 31.349990844726562 38.959983825683594 41.7199821472168 43.129981994628906 0.356868 7 253 253 253 253 253 253 1 -6.161499500274658 -6.545094966888428 -0.34163957834243774 1.0 1.0 0.0 48.3125114440918 48.25174331665039 0.6803395748138428 48.01499938964844 48.04600143432617 47.97100067138672 48.04600143432617 48.04600143432617 47.939998626708984 0 1
11097.4 1.5707963267948972 -0.9164837042437952 1.6507530212402344 2.446536064147952 -1.5723751227008256 0.788799822330474 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -4.9698346424733074e-17 -3.10307317465728 -1.062087631657945 -0.04848680224919913 -2.5561648528743482e-06 0.0 -5.634278987228951e-16 -35.273593764502415 -12.026036211963966 -0.4031401294505821 -2.1372821845480153e-05 0.0 1.5707858800888062 -0.9164837042437952 1.6507892608642578 2.4464759826660156 -1.57243520418276 0.7887998223304749 0.0 0.0 -0.0 0.0 0.0 0.0 0.2129720002412796 -3.1475019454956055 -1.087278127670288 0.0015250411815941334 0.015250411815941334 0.08387726545333862 0.2376319169998169 -3.1519856452941895 -1.0940035581588745 0.0 0.016775453463196754 0.10065271705389023 0.11226783678158837 -0.635028694978527 0.25428146428498877 0.7292996847029194 1.8045880994952412 -1.7299197037151919 0.0 0.0 0.0 0.0 0.0 0.0 -4.867662148386942 0.7969631457972648 -1.9955882497389186 -0.5706075101870539 0.7806980869277171 0.2945168292460929 0.11227945996387118 -0.6350392248090503 0.25428985454461966 0.729239607475029 1.804616118944239 -1.7298545245799233 0.0 0.0 0.0 0.0 0.0 0.0 0 33.269981384277344 33.39998245239258 31.349990844726562 38.959983825683594 41.7199821472168 43.129981994628906 0.358248 7 253 253 253 253 253 253 1 -6.128534317016602 -6.557082176208496 -0.32965222001075745 1.0 1.0 0.0 48.25174331665039 48.25174331665039 0.6803395748138428 48.01499938964844 48.04600143432617 47.97100067138672 48.04600143432617 48.04600143432617 47.939998626708984 0 1
11097.408 1.5707963267948972 -0.9164837042437952 1.6507530212402344 2.446536064147952 -1.5723751227008256 0.788799822330474 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -4.9698346424733074e-17 -3.10307317465728 -1.062087631657945 -0.04848680224919913 -2.5561648528743482e-06 0.0 -5.634278987228951e-16 -35.273593764502415 -12.026036211963966 -0.4031401294505821 -2.1372821845480153e-05 0.0 1.5708218812942505 -0.9164956251727503 1.6507773399353027 2.4464879035949707 -1.57243520418276 0.7888237833976746 0.0 0.0 -0.0 0.0 0.0 0.0 0.23314829170703888 -3.1587109565734863 -1.0917617082595825 0.0015250411815941334 0.019825534895062447 0.09912768006324768 0.2376319169998169 -3.1519856452941895 -1.0940035581588745 0.0 0.013725370168685913 0.10065271705389023 0.11229070821328087 -0.6350258321050645 0.2542924908275661 0.7292768084787525 1.8045630669075465 -1.729890717554379 0.0 0.0 0.0 0.0 0.0 0.0 -5.252758744353385 0.7373564116797162 -2.250822122112116 -0.59976135852293 0.9255641667778126 0.2892607518032169 0.11227945996387118 -0.6350392248090503 0.25428985454461966 0.729239607475029 1.804616118944239 -1.7298545245799233 0.0 0.0 0.0 0.0 0.0 0.0 0 33.269981384277344 33.39998245239258 31.349990844726562 38.959983825683594 41.7199821472168 43.129981994628906 0.357636 7 253 253 253 253 253 253 1 -6.1525092124938965 -6.569069862365723 -0.33864274621009827 1.0 1.0 0.0 48.3125114440918 48.25174331665039 0.6445291042327881 48.01499938964844 48.04600143432617 47.97100067138672 48.04600143432617 48.04600143432617 47.939998626708984 0 1
